texto,label
"Paciente relata bem-estar geral, sinais vitais normais. Sem histórico médico relevante.",normal
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Histórico de comorbidades relatado.",urgente
"Politraumatismo grave após queda de altura, necessita intervenção imediata. Sem histórico médico relevante.",urgente
Paciente apresenta dor torácica intensa e falta de ar súbita.,urgente
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Acompanhado por familiar.",atencao
"Paciente relata bem-estar geral, sinais vitais normais. Paciente do sexo feminino, 45 anos.",normal
"Consulta de retorno, paciente estável, sem sintomas novos. Acompanhado por familiar.",normal
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas.",normal
"Paciente apresenta dor torácica intensa e falta de ar súbita. Paciente do sexo feminino, 45 anos.",urgente
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Histórico de comorbidades relatado.",urgente
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Paciente do sexo feminino, 45 anos.",normal
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Paciente do sexo feminino, 45 anos.",normal
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Sem histórico médico relevante.",atencao
"Pequena ferida com sinais iniciais de inflamação, sem pus. Sem histórico médico relevante.",atencao
"Pressão arterial levemente elevada, recomendado acompanhamento. Acompanhado por familiar.",atencao
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Paciente do sexo masculino, 62 anos.",urgente
"Paciente com histórico de alergia relata leve reação cutânea. Paciente do sexo masculino, 62 anos.",atencao
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Histórico de comorbidades relatado.,urgente
Paciente com histórico de alergia relata leve reação cutânea. Encaminhado pelo pronto atendimento.,atencao
"Politraumatismo grave após queda de altura, necessita intervenção imediata. Paciente do sexo feminino, 45 anos.",urgente
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Sem histórico médico relevante.",urgente
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Histórico de comorbidades relatado.,urgente
Vacinação de rotina realizada sem intercorrências. Sem histórico médico relevante.,normal
Vacinação de rotina realizada sem intercorrências. Encaminhado pelo pronto atendimento.,normal
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Acompanhado por familiar.",urgente
"Paciente relata check-up de rotina, sem queixas relevantes.",normal
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Histórico de comorbidades relatado.",atencao
"Paciente relata tosse persistente há uma semana, sem falta de ar. Acompanhado por familiar.",atencao
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Histórico de comorbidades relatado.",atencao
Paciente relata cansaço e mal-estar leve nos últimos dias.,atencao
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Sem histórico médico relevante.",atencao
"Paciente relata check-up de rotina, sem queixas relevantes. Paciente do sexo feminino, 45 anos.",normal
"Paciente relata bem-estar geral, sinais vitais normais.",normal
Reação alérgica grave com edema de glote e dificuldade respiratória.,urgente
"Trauma craniano grave após acidente, paciente inconsciente. Encaminhado pelo pronto atendimento.",urgente
"Consulta de retorno, paciente estável, sem sintomas novos. Paciente do sexo masculino, 62 anos.",normal
"Dor lombar moderada, sem sinais neurológicos associados.",atencao
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Paciente do sexo feminino, 45 anos.",normal
Vacinação de rotina realizada sem intercorrências. Sem histórico médico relevante.,normal
"Paciente relata check-up de rotina, sem queixas relevantes. Paciente do sexo feminino, 45 anos.",normal
"Consulta de retorno, paciente estável, sem sintomas novos. Sem histórico médico relevante.",normal
"Sinais de acidente vascular cerebral: perda de força e fala arrastada. Paciente do sexo masculino, 62 anos.",urgente
"Paciente relata bem-estar geral, sinais vitais normais.",normal
Exame oftalmológico de rotina sem achados relevantes. Histórico de comorbidades relatado.,normal
"Paciente relata cansaço e mal-estar leve nos últimos dias. Paciente do sexo masculino, 62 anos.",atencao
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Sem histórico médico relevante.",atencao
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Encaminhado pelo pronto atendimento.,urgente
"Consulta de retorno, paciente estável, sem sintomas novos. Paciente do sexo feminino, 45 anos.",normal
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves.",atencao
Paciente relata cansaço e mal-estar leve nos últimos dias. Acompanhado por familiar.,atencao
"Hemorragia intensa, paciente com sinais de choque hipovolêmico.",urgente
"Hemograma completo dentro da normalidade, sem sinais de infecção. Histórico de comorbidades relatado.",normal
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas.",normal
"Resultado de exame de rotina normal, sem necessidade de intervenção. Acompanhado por familiar.",normal
Sinais de acidente vascular cerebral: perda de força e fala arrastada.,urgente
"Pressão arterial levemente elevada, recomendado acompanhamento.",atencao
"Reação alérgica grave com edema de glote e dificuldade respiratória. Paciente do sexo masculino, 62 anos.",urgente
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Paciente do sexo masculino, 62 anos.",urgente
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Paciente do sexo feminino, 45 anos.",atencao
"Hemorragia intensa, paciente com sinais de choque hipovolêmico.",urgente
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Paciente do sexo masculino, 62 anos.",atencao
"Hemorragia intensa, paciente com sinais de choque hipovolêmico.",urgente
"Pequena ferida com sinais iniciais de inflamação, sem pus. Histórico de comorbidades relatado.",atencao
"Paciente relata check-up de rotina, sem queixas relevantes. Histórico de comorbidades relatado.",normal
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Histórico de comorbidades relatado.",atencao
"Raio-x de tórax sem alterações, paciente assintomático. Encaminhado pelo pronto atendimento.",normal
"Consulta de retorno, paciente estável, sem sintomas novos. Sem histórico médico relevante.",normal
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional.",atencao
"Dor lombar moderada, sem sinais neurológicos associados. Histórico de comorbidades relatado.",atencao
"Pressão arterial levemente elevada, recomendado acompanhamento. Acompanhado por familiar.",atencao
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Paciente do sexo masculino, 62 anos.",urgente
"Paciente comparece para avaliação preventiva anual, tudo normal.",normal
"Paciente relata bem-estar geral, sinais vitais normais.",normal
"Hemorragia intensa, paciente com sinais de choque hipovolêmico.",urgente
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Encaminhado pelo pronto atendimento.",atencao
Reação alérgica grave com edema de glote e dificuldade respiratória. Histórico de comorbidades relatado.,urgente
"Resultado de exame de rotina normal, sem necessidade de intervenção. Paciente do sexo masculino, 62 anos.",normal
"Hemograma completo dentro da normalidade, sem sinais de infecção. Sem histórico médico relevante.",normal
"Exame oftalmológico de rotina sem achados relevantes. Paciente do sexo feminino, 45 anos.",normal
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Sem histórico médico relevante.",normal
"Trauma craniano grave após acidente, paciente inconsciente. Sem histórico médico relevante.",urgente
Reação alérgica grave com edema de glote e dificuldade respiratória. Encaminhado pelo pronto atendimento.,urgente
"Dor lombar moderada, sem sinais neurológicos associados.",atencao
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Sem histórico médico relevante.",normal
"Raio-x de tórax sem alterações, paciente assintomático. Histórico de comorbidades relatado.",normal
Exame oftalmológico de rotina sem achados relevantes. Encaminhado pelo pronto atendimento.,normal
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Encaminhado pelo pronto atendimento.",urgente
"Exame oftalmológico de rotina sem achados relevantes. Paciente do sexo masculino, 62 anos.",normal
"Politraumatismo grave após queda de altura, necessita intervenção imediata. Paciente do sexo feminino, 45 anos.",urgente
"Paciente relata cansaço e mal-estar leve nos últimos dias. Paciente do sexo masculino, 62 anos.",atencao
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Sem histórico médico relevante.,urgente
"Pequena ferida com sinais iniciais de inflamação, sem pus. Paciente do sexo masculino, 62 anos.",atencao
Paciente com convulsões recorrentes e perda de consciência. Sem histórico médico relevante.,urgente
Exame oftalmológico de rotina sem achados relevantes. Acompanhado por familiar.,normal
Paciente com convulsões recorrentes e perda de consciência.,urgente
Paciente apresenta dor torácica intensa e falta de ar súbita. Sem histórico médico relevante.,urgente
"Trauma craniano grave após acidente, paciente inconsciente. Encaminhado pelo pronto atendimento.",urgente
Reação alérgica grave com edema de glote e dificuldade respiratória.,urgente
"Resultado de exame de rotina normal, sem necessidade de intervenção. Encaminhado pelo pronto atendimento.",normal
"Pressão arterial levemente elevada, recomendado acompanhamento. Acompanhado por familiar.",atencao
"Politraumatismo grave após queda de altura, necessita intervenção imediata. Encaminhado pelo pronto atendimento.",urgente
"Pequena ferida com sinais iniciais de inflamação, sem pus.",atencao
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Histórico de comorbidades relatado.",atencao
"Paciente relata tosse persistente há uma semana, sem falta de ar. Sem histórico médico relevante.",atencao
"Vacinação de rotina realizada sem intercorrências. Paciente do sexo masculino, 62 anos.",normal
"Trauma craniano grave após acidente, paciente inconsciente. Acompanhado por familiar.",urgente
"Paciente relata bem-estar geral, sinais vitais normais. Sem histórico médico relevante.",normal
"Vacinação de rotina realizada sem intercorrências. Paciente do sexo feminino, 45 anos.",normal
Exame oftalmológico de rotina sem achados relevantes. Acompanhado por familiar.,normal
Sinais de acidente vascular cerebral: perda de força e fala arrastada.,urgente
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Paciente do sexo feminino, 45 anos.",atencao
"Pressão arterial levemente elevada, recomendado acompanhamento. Sem histórico médico relevante.",atencao
"Pressão arterial levemente elevada, recomendado acompanhamento. Paciente do sexo masculino, 62 anos.",atencao
"Pequena ferida com sinais iniciais de inflamação, sem pus. Histórico de comorbidades relatado.",atencao
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Encaminhado pelo pronto atendimento.",atencao
"Paciente relata bem-estar geral, sinais vitais normais. Paciente do sexo masculino, 62 anos.",normal
"Paciente com histórico de alergia relata leve reação cutânea. Paciente do sexo masculino, 62 anos.",atencao
Paciente com convulsões recorrentes e perda de consciência. Histórico de comorbidades relatado.,urgente
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo.",urgente
"Hemograma completo dentro da normalidade, sem sinais de infecção. Paciente do sexo masculino, 62 anos.",normal
"Reação alérgica grave com edema de glote e dificuldade respiratória. Paciente do sexo feminino, 45 anos.",urgente
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Histórico de comorbidades relatado.,urgente
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Histórico de comorbidades relatado.,urgente
"Pequena ferida com sinais iniciais de inflamação, sem pus. Paciente do sexo feminino, 45 anos.",atencao
"Paciente relata check-up de rotina, sem queixas relevantes.",normal
"Paciente comparece para avaliação preventiva anual, tudo normal. Paciente do sexo feminino, 45 anos.",normal
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Acompanhado por familiar.",urgente
"Dor lombar moderada, sem sinais neurológicos associados. Sem histórico médico relevante.",atencao
"Pequena ferida com sinais iniciais de inflamação, sem pus. Encaminhado pelo pronto atendimento.",atencao
"Paciente relata tosse persistente há uma semana, sem falta de ar. Paciente do sexo masculino, 62 anos.",atencao
"Hemograma completo dentro da normalidade, sem sinais de infecção. Sem histórico médico relevante.",normal
"Hemograma completo dentro da normalidade, sem sinais de infecção. Paciente do sexo feminino, 45 anos.",normal
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação.",atencao
"Hemorragia intensa, paciente com sinais de choque hipovolêmico.",urgente
Paciente apresenta dor torácica intensa e falta de ar súbita. Encaminhado pelo pronto atendimento.,urgente
"Sinais de acidente vascular cerebral: perda de força e fala arrastada. Paciente do sexo masculino, 62 anos.",urgente
"Trauma craniano grave após acidente, paciente inconsciente. Acompanhado por familiar.",urgente
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Encaminhado pelo pronto atendimento.",atencao
"Dor lombar moderada, sem sinais neurológicos associados. Encaminhado pelo pronto atendimento.",atencao
Paciente apresenta dor torácica intensa e falta de ar súbita. Acompanhado por familiar.,urgente
"Politraumatismo grave após queda de altura, necessita intervenção imediata. Sem histórico médico relevante.",urgente
"Paciente relata bem-estar geral, sinais vitais normais. Histórico de comorbidades relatado.",normal
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Sem histórico médico relevante.",atencao
"Paciente relata tosse persistente há uma semana, sem falta de ar. Paciente do sexo masculino, 62 anos.",atencao
"Paciente relata bem-estar geral, sinais vitais normais.",normal
"Raio-x de tórax sem alterações, paciente assintomático. Histórico de comorbidades relatado.",normal
"Dor lombar moderada, sem sinais neurológicos associados. Histórico de comorbidades relatado.",atencao
Paciente com histórico de alergia relata leve reação cutânea. Acompanhado por familiar.,atencao
"Pequena ferida com sinais iniciais de inflamação, sem pus.",atencao
"Dor lombar moderada, sem sinais neurológicos associados. Acompanhado por familiar.",atencao
"Exame oftalmológico de rotina sem achados relevantes. Paciente do sexo masculino, 62 anos.",normal
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Paciente do sexo feminino, 45 anos.",normal
Paciente com convulsões recorrentes e perda de consciência.,urgente
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Encaminhado pelo pronto atendimento.",urgente
"Paciente com convulsões recorrentes e perda de consciência. Paciente do sexo masculino, 62 anos.",urgente
"Resultado de exame de rotina normal, sem necessidade de intervenção.",normal
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Encaminhado pelo pronto atendimento.",atencao
"Paciente com convulsões recorrentes e perda de consciência. Paciente do sexo masculino, 62 anos.",urgente
"Trauma craniano grave após acidente, paciente inconsciente. Encaminhado pelo pronto atendimento.",urgente
"Dor lombar moderada, sem sinais neurológicos associados. Sem histórico médico relevante.",atencao
Reação alérgica grave com edema de glote e dificuldade respiratória. Acompanhado por familiar.,urgente
"Resultado de exame de rotina normal, sem necessidade de intervenção. Histórico de comorbidades relatado.",normal
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Paciente do sexo feminino, 45 anos.",atencao
"Pressão arterial levemente elevada, recomendado acompanhamento. Paciente do sexo masculino, 62 anos.",atencao
"Raio-x de tórax sem alterações, paciente assintomático.",normal
"Dor lombar moderada, sem sinais neurológicos associados. Histórico de comorbidades relatado.",atencao
"Raio-x de tórax sem alterações, paciente assintomático. Paciente do sexo feminino, 45 anos.",normal
"Paciente comparece para avaliação preventiva anual, tudo normal. Sem histórico médico relevante.",normal
"Raio-x de tórax sem alterações, paciente assintomático.",normal
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Paciente do sexo feminino, 45 anos.",urgente
"Raio-x de tórax sem alterações, paciente assintomático.",normal
"Paciente relata check-up de rotina, sem queixas relevantes. Paciente do sexo feminino, 45 anos.",normal
"Resultado de exame de rotina normal, sem necessidade de intervenção. Encaminhado pelo pronto atendimento.",normal
"Paciente relata cansaço e mal-estar leve nos últimos dias. Paciente do sexo feminino, 45 anos.",atencao
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Sem histórico médico relevante.",urgente
"Paciente relata check-up de rotina, sem queixas relevantes. Sem histórico médico relevante.",normal
Vacinação de rotina realizada sem intercorrências. Acompanhado por familiar.,normal
"Pequena ferida com sinais iniciais de inflamação, sem pus. Acompanhado por familiar.",atencao
Paciente relata cansaço e mal-estar leve nos últimos dias. Acompanhado por familiar.,atencao
Paciente com convulsões recorrentes e perda de consciência. Acompanhado por familiar.,urgente
"Politraumatismo grave após queda de altura, necessita intervenção imediata. Histórico de comorbidades relatado.",urgente
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Acompanhado por familiar.",atencao
"Pressão arterial levemente elevada, recomendado acompanhamento. Histórico de comorbidades relatado.",atencao
"Paciente relata tosse persistente há uma semana, sem falta de ar. Sem histórico médico relevante.",atencao
"Hemograma completo dentro da normalidade, sem sinais de infecção. Histórico de comorbidades relatado.",normal
"Reação alérgica grave com edema de glote e dificuldade respiratória. Paciente do sexo masculino, 62 anos.",urgente
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Paciente do sexo masculino, 62 anos.",urgente
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Paciente do sexo masculino, 62 anos.",atencao
Vacinação de rotina realizada sem intercorrências. Sem histórico médico relevante.,normal
"Consulta de retorno, paciente estável, sem sintomas novos. Encaminhado pelo pronto atendimento.",normal
"Paciente relata cansaço e mal-estar leve nos últimos dias. Paciente do sexo feminino, 45 anos.",atencao
"Consulta de retorno, paciente estável, sem sintomas novos. Acompanhado por familiar.",normal
"Pequena ferida com sinais iniciais de inflamação, sem pus. Sem histórico médico relevante.",atencao
"Paciente relata tosse persistente há uma semana, sem falta de ar. Encaminhado pelo pronto atendimento.",atencao
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Paciente do sexo masculino, 62 anos.",urgente
Paciente apresenta dor torácica intensa e falta de ar súbita. Acompanhado por familiar.,urgente
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional.",atencao
"Paciente com histórico de alergia relata leve reação cutânea. Paciente do sexo feminino, 45 anos.",atencao
Paciente com histórico de alergia relata leve reação cutânea. Sem histórico médico relevante.,atencao
"Trauma craniano grave após acidente, paciente inconsciente. Encaminhado pelo pronto atendimento.",urgente
"Queixa de dor abdominal leve a moderada, sem sinais de alarme.",atencao
Paciente com convulsões recorrentes e perda de consciência.,urgente
"Exame oftalmológico de rotina sem achados relevantes. Paciente do sexo feminino, 45 anos.",normal
"Pressão arterial levemente elevada, recomendado acompanhamento. Paciente do sexo feminino, 45 anos.",atencao
"Paciente relata check-up de rotina, sem queixas relevantes. Sem histórico médico relevante.",normal
"Dor lombar moderada, sem sinais neurológicos associados. Histórico de comorbidades relatado.",atencao
Paciente apresenta dor torácica intensa e falta de ar súbita.,urgente
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Acompanhado por familiar.",urgente
"Dor lombar moderada, sem sinais neurológicos associados. Sem histórico médico relevante.",atencao
Paciente apresenta dor torácica intensa e falta de ar súbita. Encaminhado pelo pronto atendimento.,urgente
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Sem histórico médico relevante.",atencao
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Histórico de comorbidades relatado.",atencao
Vacinação de rotina realizada sem intercorrências.,normal
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Encaminhado pelo pronto atendimento.,urgente
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Acompanhado por familiar.",atencao
Reação alérgica grave com edema de glote e dificuldade respiratória. Encaminhado pelo pronto atendimento.,urgente
"Trauma craniano grave após acidente, paciente inconsciente.",urgente
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Acompanhado por familiar.",normal
"Paciente relata bem-estar geral, sinais vitais normais. Paciente do sexo feminino, 45 anos.",normal
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Acompanhado por familiar.",atencao
"Paciente comparece para avaliação preventiva anual, tudo normal. Paciente do sexo masculino, 62 anos.",normal
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Encaminhado pelo pronto atendimento.",urgente
"Raio-x de tórax sem alterações, paciente assintomático. Paciente do sexo masculino, 62 anos.",normal
"Trauma craniano grave após acidente, paciente inconsciente. Paciente do sexo feminino, 45 anos.",urgente
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Paciente do sexo masculino, 62 anos.",urgente
"Dor lombar moderada, sem sinais neurológicos associados. Paciente do sexo feminino, 45 anos.",atencao
"Paciente relata bem-estar geral, sinais vitais normais.",normal
"Vacinação de rotina realizada sem intercorrências. Paciente do sexo masculino, 62 anos.",normal
"Pequena ferida com sinais iniciais de inflamação, sem pus. Histórico de comorbidades relatado.",atencao
"Consulta de retorno, paciente estável, sem sintomas novos. Encaminhado pelo pronto atendimento.",normal
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Acompanhado por familiar.",atencao
"Paciente relata tosse persistente há uma semana, sem falta de ar. Encaminhado pelo pronto atendimento.",atencao
Paciente apresenta dor torácica intensa e falta de ar súbita. Sem histórico médico relevante.,urgente
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Histórico de comorbidades relatado.",atencao
"Paciente relata check-up de rotina, sem queixas relevantes. Paciente do sexo feminino, 45 anos.",normal
Paciente com histórico de alergia relata leve reação cutânea.,atencao
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Acompanhado por familiar.",atencao
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Paciente do sexo feminino, 45 anos.",atencao
"Paciente relata bem-estar geral, sinais vitais normais. Histórico de comorbidades relatado.",normal
"Paciente comparece para avaliação preventiva anual, tudo normal. Sem histórico médico relevante.",normal
"Dor lombar moderada, sem sinais neurológicos associados. Acompanhado por familiar.",atencao
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Encaminhado pelo pronto atendimento.",atencao
"Pequena ferida com sinais iniciais de inflamação, sem pus. Paciente do sexo feminino, 45 anos.",atencao
Paciente relata cansaço e mal-estar leve nos últimos dias. Acompanhado por familiar.,atencao
"Trauma craniano grave após acidente, paciente inconsciente. Paciente do sexo masculino, 62 anos.",urgente
"Resultado de exame de rotina normal, sem necessidade de intervenção.",normal
"Hemograma completo dentro da normalidade, sem sinais de infecção. Acompanhado por familiar.",normal
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Sem histórico médico relevante.,urgente
"Pressão arterial levemente elevada, recomendado acompanhamento. Sem histórico médico relevante.",atencao
"Paciente relata check-up de rotina, sem queixas relevantes. Histórico de comorbidades relatado.",normal
"Raio-x de tórax sem alterações, paciente assintomático. Sem histórico médico relevante.",normal
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Paciente do sexo masculino, 62 anos.",atencao
"Hemograma completo dentro da normalidade, sem sinais de infecção. Acompanhado por familiar.",normal
Vacinação de rotina realizada sem intercorrências. Sem histórico médico relevante.,normal
"Resultado de exame de rotina normal, sem necessidade de intervenção.",normal
"Exame oftalmológico de rotina sem achados relevantes. Paciente do sexo masculino, 62 anos.",normal
"Hemograma completo dentro da normalidade, sem sinais de infecção. Paciente do sexo masculino, 62 anos.",normal
Paciente relata cansaço e mal-estar leve nos últimos dias. Encaminhado pelo pronto atendimento.,atencao
"Dor lombar moderada, sem sinais neurológicos associados. Histórico de comorbidades relatado.",atencao
"Pequena ferida com sinais iniciais de inflamação, sem pus. Encaminhado pelo pronto atendimento.",atencao
"Paciente relata tosse persistente há uma semana, sem falta de ar. Paciente do sexo feminino, 45 anos.",atencao
Paciente com convulsões recorrentes e perda de consciência. Histórico de comorbidades relatado.,urgente
"Reação alérgica grave com edema de glote e dificuldade respiratória. Paciente do sexo masculino, 62 anos.",urgente
"Resultado de exame de rotina normal, sem necessidade de intervenção. Paciente do sexo feminino, 45 anos.",normal
"Dor lombar moderada, sem sinais neurológicos associados.",atencao
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Paciente do sexo feminino, 45 anos.",normal
"Paciente relata cansaço e mal-estar leve nos últimos dias. Paciente do sexo feminino, 45 anos.",atencao
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Paciente do sexo feminino, 45 anos.",normal
"Raio-x de tórax sem alterações, paciente assintomático. Acompanhado por familiar.",normal
"Paciente relata tosse persistente há uma semana, sem falta de ar.",atencao
"Paciente com convulsões recorrentes e perda de consciência. Paciente do sexo masculino, 62 anos.",urgente
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Histórico de comorbidades relatado.",atencao
"Pequena ferida com sinais iniciais de inflamação, sem pus. Paciente do sexo feminino, 45 anos.",atencao
"Dor lombar moderada, sem sinais neurológicos associados.",atencao
"Consulta de retorno, paciente estável, sem sintomas novos. Paciente do sexo feminino, 45 anos.",normal
"Resultado de exame de rotina normal, sem necessidade de intervenção. Histórico de comorbidades relatado.",normal
"Hemograma completo dentro da normalidade, sem sinais de infecção. Histórico de comorbidades relatado.",normal
"Paciente relata bem-estar geral, sinais vitais normais.",normal
"Resultado de exame de rotina normal, sem necessidade de intervenção. Histórico de comorbidades relatado.",normal
"Pressão arterial levemente elevada, recomendado acompanhamento.",atencao
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Encaminhado pelo pronto atendimento.",urgente
"Pressão arterial levemente elevada, recomendado acompanhamento. Histórico de comorbidades relatado.",atencao
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Paciente do sexo feminino, 45 anos.",urgente
Paciente com convulsões recorrentes e perda de consciência.,urgente
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional.",atencao
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Sem histórico médico relevante.,urgente
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Sem histórico médico relevante.",atencao
"Consulta de retorno, paciente estável, sem sintomas novos. Paciente do sexo masculino, 62 anos.",normal
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Paciente do sexo masculino, 62 anos.",normal
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Acompanhado por familiar.,urgente
"Trauma craniano grave após acidente, paciente inconsciente. Encaminhado pelo pronto atendimento.",urgente
"Paciente comparece para avaliação preventiva anual, tudo normal. Encaminhado pelo pronto atendimento.",normal
Exame oftalmológico de rotina sem achados relevantes. Encaminhado pelo pronto atendimento.,normal
"Pressão arterial levemente elevada, recomendado acompanhamento. Paciente do sexo feminino, 45 anos.",atencao
"Politraumatismo grave após queda de altura, necessita intervenção imediata. Paciente do sexo masculino, 62 anos.",urgente
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves.",atencao
"Consulta de retorno, paciente estável, sem sintomas novos. Sem histórico médico relevante.",normal
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Paciente do sexo feminino, 45 anos.",atencao
"Dor lombar moderada, sem sinais neurológicos associados. Acompanhado por familiar.",atencao
"Paciente comparece para avaliação preventiva anual, tudo normal. Paciente do sexo feminino, 45 anos.",normal
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Paciente do sexo feminino, 45 anos.",urgente
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Acompanhado por familiar.",atencao
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Sem histórico médico relevante.",urgente
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Sem histórico médico relevante.",urgente
"Pequena ferida com sinais iniciais de inflamação, sem pus. Paciente do sexo masculino, 62 anos.",atencao
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Acompanhado por familiar.",normal
"Resultado de exame de rotina normal, sem necessidade de intervenção. Paciente do sexo feminino, 45 anos.",normal
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Sem histórico médico relevante.",urgente
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Encaminhado pelo pronto atendimento.",atencao
"Paciente relata check-up de rotina, sem queixas relevantes. Encaminhado pelo pronto atendimento.",normal
Paciente com convulsões recorrentes e perda de consciência.,urgente
"Raio-x de tórax sem alterações, paciente assintomático. Paciente do sexo masculino, 62 anos.",normal
"Politraumatismo grave após queda de altura, necessita intervenção imediata.",urgente
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Histórico de comorbidades relatado.",urgente
"Paciente comparece para avaliação preventiva anual, tudo normal. Paciente do sexo masculino, 62 anos.",normal
"Paciente relata tosse persistente há uma semana, sem falta de ar. Encaminhado pelo pronto atendimento.",atencao
"Hemograma completo dentro da normalidade, sem sinais de infecção.",normal
"Paciente relata bem-estar geral, sinais vitais normais. Histórico de comorbidades relatado.",normal
"Politraumatismo grave após queda de altura, necessita intervenção imediata.",urgente
"Resultado de exame de rotina normal, sem necessidade de intervenção. Sem histórico médico relevante.",normal
"Resultado de exame de rotina normal, sem necessidade de intervenção. Sem histórico médico relevante.",normal
